常識,下列何者不是金庸筆下的人物？,胡斐,張君寶,曾柔,花無缺,4
常識,勞基法規定，勞工每兩週的工作，不得超過幾小時？,一百小時,八十小時,八十四小時,八十六小時,3
常識,一線圈內磁場發生變化時會感應產生電流其大小和磁場變化速率成正比是何定律？,法拉第定律,冷次定律,白努力定律,都卜勒效應,1
常識,貝多芬出生於？,匈牙利,德國,法國,奧地利,2
常識,蘋果在哪一年推出了Apple I個人電腦？,西元1978年,西元1974年,西元1972年,西元1976年,4
常識,中華職棒第一位完全打擊的本國選手？,廖敏雄,張泰山,陳該發,陳甘霖,3
常識,把水灑在哪一種地面上，水滲進去的速度最快？,草地,水泥地,磨石子地,沙地,4
常識,「棋逢敵手」意指？,棋藝很高,喜歡下棋,實力相當,遇到敵人,3
常識,下列何者即可分泌激素，又可分泌消化酵素？,胰臟,肝臟,腎臟,心臟,1
常識,缺乏何者易得夜盲症？,維他命C,鈣,維他命A,維他命B12,3
健體,未成年者非日常生活所必需之消費，須經法定代理人同意。,正確,錯誤,,,1
健體,根據統計，兒少性侵害事件中，加害者大部分是陌生人。,正確,錯誤,,,2
健體,在網路購物平臺購買鮮乳，鮮乳適用通訊交易7天無條件退貨的規定。,正確,錯誤,,,2
健體,會遭受性侵害都是受害者的錯，不應該穿著暴露，吸引加害者的注意。,正確,錯誤,,,2
健體,待人接物時，應以包容「個別差異」的角度思考，多為對方考量。,正確,錯誤,,,1
健體,偷用家人的信用卡是錯誤的行為，如果有消費需求，應與家人溝通。,正確,錯誤,,,1
健體,可以依據自己的身體界線決定如何與他人互動。,正確,錯誤,,,2
健體,平時應注意自己的言詞與態度，避免以輕浮的言行舉止待人。,正確,錯誤,,,1
健體,身體自主權是指一個人有保護自己的義務，並對自己的身體和感受有主張的權利。,正確,錯誤,,,1
健體,進行足球活動想要停下正在滾動的球時，可以利用足內側或足底停球。,正確,錯誤,,,1
健體,進行足球攻防賽時，當你是攻擊方經過他人的防守區，可以用離對手較近的腳控球。,正確,錯誤,,,2
健體,每個人容許自己身體被碰觸和注視的程度都相同。,正確,錯誤,,,2
健體,我們應交由父母幫自己決定身體界線範圍。,正確,錯誤,,,2
健體,消防員的工作只有男生適任，女生不適合。,正確,錯誤,,,2
健體,進行樂樂足球攻防賽時，如一方有犯規動作，由另一方在犯規地點發球，稱為「罰球點球」。,正確,錯誤,,,2
健體,男主外、女主內，做家事應該由女生全權負責。,正確,錯誤,,,2
健體,在公共廁所若發現有人尾隨在後，可以按緊急求救鈴請求協助。,正確,錯誤,,,1
健體,消費者有權利對商品或服務表達意見。,正確,錯誤,,,1
健體,我們可以透過陪伴、傾聽、尊重性侵受害者等方式，幫助他們面對創傷。,正確,錯誤,,,1
健體,只有女生可以用哭泣表達情緒。,正確,錯誤,,,2
健體,正足背前踢時，應以足內側觸球。,正確,錯誤,,,2
健體,消費者對通訊交易的商品不滿意時，可以在收到商品的一個月內退回商品，不用說明理由或負擔任何費用。,正確,錯誤,,,2
健體,政府、廠商應保障消費者安全和利益。,正確,錯誤,,,1
健體,購物後發現商品有問題，可攜帶商品和交易的發票或收據，向店家要求退貨或退費。,正確,錯誤,,,1
健體,若私密影像外流，可以到性影像處理中心線上申訴。,正確,錯誤,,,1
健體,樂樂足球攻防賽發球時，發球者必須先彎腰以手扶球固定，發球者的手離開球後，要在身體完全直立前將球踢出。,正確,錯誤,,,1
健體,進行樂樂足球攻防賽時，比賽開始、進球之後，發球者在角落往進攻方向踢球。,正確,錯誤,,,2
健體,進行足球活動搶球時，不能推人、拉人、絆人、踢人。,正確,錯誤,,,1
健體,看到限時特價的商品千萬不要錯過，買到就是賺到。,正確,錯誤,,,2
健體,性別刻板印象可能會局限個人的未來發展。,正確,錯誤,,,1
健體,「性別刻板印象」是指對於性別有特定的看法。,正確,錯誤,,,1
健體,未成年者可以自行簽訂契約，契約具有法律效力。,正確,錯誤,,,2
健體,與未滿16歲兒少從事性行為，即使非強迫還是屬於性侵害。,正確,錯誤,,,1
健體,常見性騷擾類型包含言語騷擾、肢體騷擾、視覺騷擾、權勢騷擾、跟蹤騷擾等等。,正確,錯誤,,,1
健體,只要是能幫助維持身體健康的食品，都可以標示「健康食品標章」。,正確,錯誤,,,2
健體,性騷擾可能發生在任何人身上，不分性別、不分年齡。,正確,錯誤,,,1
健體,男生和女生有各自適合的職業，例如：男生適合當消防員，女生適合當護理師。,正確,錯誤,,,2
健體,男生、女生都只能使用特定顏色。,正確,錯誤,,,2
健體,進行足球攻防賽時，當你是防守方有人經過自己的防守區，可以雙手張開，膝蓋微彎，靈活運用肢體阻擋對手。,正確,錯誤,,,1
健體,服裝設計師的工作只有女生適任，男生不適合。,正確,錯誤,,,2
健體,男生、女生都可能成為性侵害事件中的受害者。,正確,錯誤,,,1
健體,性侵害事件中的受害者都是女生。,正確,錯誤,,,2
健體,店家可以主張「商品售出，概不退換」。,正確,錯誤,,,2
健體,牙齒保健、免疫調節都是健康食品可以宣稱的保健功效。,正確,錯誤,,,1
健體,進行樂樂足球攻防賽時，一方將球踢出界後，由對方發球，由進另一方球員在防守方罰球點罰踢，踢向球門。,正確,錯誤,,,2
健體,藥品及醫療器材廣告未經政府核准或與核准內容不符，都是違法行為。,正確,錯誤,,,1
健體,抱持性別刻板印象，可能會造成對人的偏見、歧視。,正確,錯誤,,,1
健體,網路交易屬於「通訊交易」的其中一種類型。,正確,錯誤,,,1
健體,遇到消費爭議或糾紛時，最好不要提出申訴。,正確,錯誤,,,2
健體,平時應隨身攜帶哨子、防身警報器或防狼噴霧等物品，用來嚇阻他人的攻擊。,正確,錯誤,,,1
健體,如果發現食品中有違法食品添加物，可以透過「全國食安專線1919」檢舉。,正確,錯誤,,,1
健體,女生溫柔、細心，只適合擔任照護的工作，例如：護理師、幼兒園老師等等。,正確,錯誤,,,2
健體,女生天生不擅長數理，所以不應選擇科學相關工作。,正確,錯誤,,,2
健體,廣告可能透過各種行銷手法吸引消費者，消費前可運用「批判性思考」判斷廣告媒體的消費資訊，避免衝動消費。,正確,錯誤,,,1
健體,買到有問題的商品到店家申訴時，如果店家拒絕處理，可以撥打「全國消費者服務專線1950」投訴。,正確,錯誤,,,1
健體,身體界線是指一個人的身體可以暴露出來讓他人注視，或容許他人碰觸的限度。,正確,錯誤,,,1
健體,足球盤球時，膝蓋微彎，用腳輕輕觸球向前。,正確,錯誤,,,1
健體,消費者購物時沒有任何須盡的義務，如果商品有問題，都是商家的問題。,正確,錯誤,,,2
健體,任何食品都可以宣稱為健康食品，具有保健功效。,正確,錯誤,,,2
健體,正足背前踢時，足背觸球後應維持下壓，以確保球飛出的方向。,正確,錯誤,,,1
健體,若私密影像外流，可以到性影像處理中心線上申訴。,正確,錯誤,,,1
健體,性騷擾加害者只可能是陌生人。,正確,錯誤,,,2
健體,身體界線由自己決定，平時應清楚了解自己的身體界線。,正確,錯誤,,,1
健體,未使用暴力的權勢性行為不屬於性侵害。,正確,錯誤,,,2
健體,在網路購物平臺購買雜誌後，發現內容不符合自己預期，可以「通訊交易7天無條件退貨」的規定要求退回商品。,正確,錯誤,,,2
健體,晴睛很嚮往從事消防員的工作，但是爸爸認為消防員的工作危險性高不適合柔弱的女生，女生溫柔、細心應該當護理師照顧病人。你認同爸爸的想法嗎？為什麼？,認同，消防員的工作危險性都很高女生沒有能力擔任,認同，女生應善用自己溫柔、細心的特質選擇照護工作,不認同，女生的特質應是強壯、勇敢而不是溫柔、細心,不認同，工作適任與否並無性別之分，每個人都在各行各業中扮演重要的角色。,4
健體,青青認為「性侵害的加害者只可能是陌生人」，請問她的想法正確嗎？為什麼？,正確，因為大部分的陌生人都是壞人,正確，因為自己熟識的人都是好人會尊重他人的身體界線,不正確，因為熟識的人也可能是性侵害加害者，根據統計加害者超過8成是熟人,不正確，因為性侵害加害者都是在網路上認識的人。,3
健體,小雄在網路上看到一則性侵害事件的新聞報導，新聞下方出現許多責怪受害者的留言，想一想被性侵是受害者本身的問題嗎？為什麼？,加害者和受害者雙方都有問題,不是受害者的問題，因為意外難以預料，沒有人能精準的辨認出加害者並加以提防,是受害者的問題，受害者因穿著才會導致事件發生,是受害者的問題，因為受害者沒有保護好自己。,2
健體,爸爸在網路購物平臺購買鮮乳，收到商品後對品質不滿意，請問爸爸可以怎麼處理？,在收到商品的7天內退回商品,在收到商品的兩週內退回商品,直接請店家退費不須說明理由,由於鮮乳屬於易於腐敗、保存期限較短的商品故不適用通訊交易7天無條件退貨的規定。,4
健體,媽媽發現君君出門打籃球，生氣的對君君說：「你怎麼又去打籃球？女生應該要文靜、乖巧。」你認為媽媽的說法合理嗎？為什麼？,不合理，因為女生的特質應該是活潑、勇敢,不合理，因為每個人都有機會展現並發揮個人特有的性別特質，不應抱持性別刻板印象,合理，因為女生天生文靜適合參與閱讀、繪畫等靜態活動,合理，因為打籃球容易受傷不適合柔弱的女生參與。,2
健體,近年來私密影像外流的新聞層出不窮，網路使用安全越來越重要，下列關於避免私密影像外流的方法何者錯誤？,只跟親密友人分享私密影像,不答應任何拍攝私密影像的請求,堅定拒絕自拍私密影像,遭受犯罪者威脅時主動求助。,1
健體,小智認為「性侵害事件中的受害者都是女生，男生不會被性侵害」，請問他的想法正確嗎？為什麼？,正確，因為女生比較柔弱,正確，因為男生比較強壯所以不可能成為受害者,不正確，因為只有幼兒和國小學生可能成為受害者,不正確，因為不論男生、女生都可能成為性侵害事件中的受害者。,4
健體,遭遇性騷擾時，如果對方不尊重你的感受仍持續騷擾，該怎麼應變處理呢？,停留在原地默默哭泣,盡可能記錄發生的時間、地點、騷擾內容盡快找相關單位求助,躲藏在偏僻的巷弄,假裝沒有事情發生。,2
健體,小崇偷用媽媽的信用卡購買遊戲點數，媽媽收到帳單才發現。請問小崇和媽媽可以如何處理這次的情況呢？,由於遊戲點數是未成年者非日常生活所必需之消費須經法定代理人同意，因此可要求退還未使用費用,由於遊戲點數是日常生活所必需之消費，不能要求退費,由於遊戲點數已付款表示消費者同意購買，因此不能要求退費,由於遊戲點數為虛擬商品因此可以要求店家全額退費。,1
健體,請問性騷擾可能會發生在誰的身上？,健壯的男性,年長的女性,牙牙學語的幼兒,以上皆是,4
健體,如果不幸遭遇私密影像外流的情況，可以怎麼做？,刪除通訊軟體中的私密影像和對話,因對方威脅而刪除證據資料,因對方恐嚇而答應對方的條件,向家長、老師或值得信任的人與相關單位求助。,4
健體,爸爸為了參加鐵人三項競賽，在網路購物平臺訂購一輛自行車，檢查後對品質不滿意。這時可以怎麼處理呢？,在收到商品的兩週內退回商品不用說明理由或負擔任何費用,在收到商品的7天內退回商品不用說明理由或負擔任何費用,在收到商品的3天內退回商品並支付商品一半的費用,商品售出後就無法退貨或退費。,2
健體,下列哪一項不屬於兒少性剝削的犯罪型態？,拍攝兒童的性影像,販賣兒童性相關語音,跟蹤騷擾兒童,利用兒童做猥褻行為以供人觀覽。,3
健體,小雯看到一則關於性騷擾的新聞報導，爸媽藉由新聞內容和小雯討論身體界線，請問以下討論的內容哪一項錯誤？,每個人的身體界線都相同,身體界線由自己決定,平時應清楚了解自己的身體界線,與人互動時要尊重他人的身體界線。,1
健體,小哲認為「女生適合粉紅色、男生適合藍色」，所以班級服裝應該要女生穿粉紅色、男生穿藍色，你認同他的想法嗎？,認同，男生、女生有各自適合的顏色,認同，粉紅代表溫柔是只適合女生的顏色,不認同，女生適合藍色，男生適合粉紅色,不認同，每人都可以喜歡並選擇各種顏色。,4
健體,同學間開玩笑的行為不僅違法，還可能因此成為網路兒少性剝削的加害者。請問下列何者的行為已違法？,小峰拒絕拍攝私密影像,洋洋轉傳別人的私密影像,小靈不談論性剝削受害者的個人資訊,佳佳刪除轉傳的私密影像。,2
健體,小宏在文具店購買彩色筆，回家後發現許多枝都無法畫出顏色。向店家要求退貨但店員主張「商品售出，概不退換」，小宏可以採取什麼行動？,大聲的與店員爭論直到店家退費,向店員說明這違反《消費者保護法》，並向店家有權責處理的人申訴,在店家的官方網站留下負評不說明理由,透過「全國食安專線1919」檢舉。,2
健體,違反他人意願而對他人做出與性或性別有關的行為，讓對方感到厭惡、不自在或不當影響其正常生活，就是「性騷擾」。請問下列何者可能是加害者？,陌生人,家人,鄰居,以上皆是,4
健體,阿澤在新聞上看到遭遇性侵害的社會案例覺得很害怕，請幫助阿澤認識正確的處理方法，下列敘述何者錯誤？,趕快離開現場前往安全的地方,立刻尋找衣物更換避免被他人發現,牢記歹徒特徵包含身體特徵與口音,立刻撥打110報案。,2
健體,親戚到家裡拜訪時想抱住小芸，並威脅小芸不能告訴其他人，請問小芸該如何應變？,因為他是親戚，為了避免破壞關係即使不舒服也不能反抗,把這件事當成祕密藏在心裡,假裝沒有事情發生繼續看書,大聲說不，趕快跑開並呼叫家人。,4
健體,假日時璇璇和朋友一起去參觀展覽，請問外出時璇璇可以怎麼做來保護自己的人身安全？,為了減少路程走捷徑進入偏僻的小巷,在公共場所上廁所時單獨前往,外出時告訴家人外出的地點和返家時間並與家人保持聯繫,為了幫人帶路而坐上陌生人的車。,3
健體,小雄很嚮往從事護理師的工作，但是媽媽認為男生比較不細心且缺乏耐心不適合。你認同媽媽的想法嗎？為什麼？,認同，護理師工作比較適合溫柔、細心的女生擔任,認同，男生應善用自己勇敢、堅強的特質選擇維持正義的工作,不認同，不論男生或女生都能在各行各業發光發熱,不認同，男生比女生細心適合從事護理師工作。,3
健體,下列哪一項不是性別刻板印象可能造成的影響？,勇於嘗試新事物，展現創意,僵化對於性別的看法,造成對人的偏見、歧視,局限個人的未來發展。,1
